Date,Open,High,Low,Close,Adj Close,Volume
2012-06-06,4.2,4.3,4.2,4.3,4.3,81388
2012-06-07,4.33,4.49,4.33,4.49,4.49,65071
2012-06-10,4.48,4.48,4.35,4.35,4.35,45005
2012-06-11,4.43,4.5,4.36,4.5,4.5,46248
2012-06-12,4.48,4.65,4.48,4.65,4.65,287647
2012-06-13,4.65,4.68,4.62,4.67,4.67,245053
2012-06-14,4.66,4.9,4.66,4.78,4.78,1525992
2012-06-17,4.76,4.76,4.68,4.73,4.73,153366
2012-06-18,4.7,4.89,4.7,4.89,4.89,131356
2012-06-19,4.85,4.89,4.81,4.81,4.81,206895
2012-06-20,4.8,4.84,4.79,4.8,4.8,49389
2012-06-21,4.8,4.8,4.75,4.76,4.76,42825
2012-06-24,4.77,4.82,4.77,4.77,4.77,5400
2012-06-25,4.85,4.85,4.8,4.85,4.85,13655
2012-06-26,4.85,4.95,4.85,4.95,4.95,26384
2012-06-27,4.95,5,4.95,4.98,4.98,94810
2012-06-28,4.97,5,4.97,5,5,91584
2012-07-01,5,5,4.9,5,5,175593
2012-07-02,4.95,4.95,4.92,4.95,4.95,23945
2012-07-03,4.95,5,4.95,5,5,22728
2012-07-04,5,5,5,5,5,56747
2012-07-05,5,5.08,5,5,5,26647
2012-07-08,5,5.1,5,5.1,5.1,24525
2012-07-09,5.1,5.1,5.01,5.1,5.1,3475
2012-07-10,5.06,5.06,5.05,5.06,5.06,20300
2012-07-11,5.05,5.06,5.04,5.05,5.05,28005
2012-07-12,5.04,5.2,5.04,5.2,5.2,39913
2012-07-15,5.2,5.25,5.18,5.25,5.25,26000
2012-07-16,5.32,5.8,5.32,5.7,5.7,53184
2012-07-17,5.7,5.75,5.5,5.55,5.55,212052
2012-07-18,5.62,5.62,5.4,5.4,5.4,153060
2012-07-19,5.37,5.65,5.37,5.52,5.52,55048
2012-07-22,5.7,5.7,5.5,5.5,5.5,172451
2012-07-23,5.42,5.45,5.2,5.2,5.2,76193
2012-07-24,5.15,5.15,4.85,4.95,4.95,132184
2012-07-25,4.99,5.2,4.9,5.2,5.2,77269
2012-07-26,5.25,5.45,5.25,5.37,5.37,76884
2012-07-29,5.4,5.45,5.34,5.35,5.35,62788
2012-07-30,5.31,5.34,5.25,5.34,5.34,63864
2012-07-31,5.3,5.33,5.25,5.25,5.25,13519
2012-08-01,5.3,5.34,5.3,5.31,5.31,21387
2012-08-02,5.31,5.35,5.3,5.31,5.31,32629
2012-08-05,5.31,5.36,5.3,5.31,5.31,36627
2012-08-06,5.35,5.35,5.31,5.31,5.31,38767
2012-08-07,5.34,5.34,5.3,5.3,5.3,7607
2012-08-08,5.29,5.29,5.16,5.2,5.2,23534
2012-08-09,5.2,5.21,5.2,5.21,5.21,10950
2012-08-12,5.21,5.21,5.1,5.1,5.1,40750
2012-08-13,5.06,5.1,5.05,5.1,5.1,11995
2012-08-14,5.1,5.21,5.1,5.21,5.21,42624
2012-08-15,5.18,5.18,5.1,5.1,5.1,19450
2012-08-16,5.09,5.1,5.08,5.08,5.08,4541
2012-08-19,5.1,5.1,5.05,5.08,5.08,26812
2012-08-20,5.05,5.05,5,5.01,5.01,50911
2012-08-21,5.01,5.01,4.8,4.87,4.87,42469
2012-08-22,4.88,4.97,4.5,4.85,4.85,86812
2012-08-23,4.85,4.85,4.6,4.71,4.71,67985
2012-08-26,4.7,4.7,4.32,4.43,4.43,192284
2012-08-27,4.4,4.4,4.29,4.32,4.32,96290
2012-08-28,4.3,4.4,4.3,4.36,4.36,122296
2012-08-29,4.35,4.45,4.35,4.45,4.45,102620
2012-08-30,4.51,4.79,4.51,4.79,4.79,42703
2012-09-02,4.86,5.05,4.86,4.95,4.95,63665
2012-09-03,5,5.04,5,5,5,18950
2012-09-04,4.95,4.95,4.92,4.92,4.92,8499
2012-09-05,4.92,4.99,4.92,4.99,4.99,5962
2012-09-06,4.99,5,4.99,4.99,4.99,16211
2012-09-09,4.99,4.99,4.92,4.92,4.92,35754
2012-09-10,4.88,4.88,4.82,4.86,4.86,59295
2012-09-11,4.88,4.88,4.88,4.88,4.88,3680
2012-09-12,4.9,4.96,4.9,4.93,4.93,9650
2012-09-13,4.93,4.99,4.93,4.95,4.95,17650
2012-09-16,4.93,4.93,4.91,4.91,4.91,21673
2012-09-17,4.91,4.93,4.9,4.9,4.9,20892
2012-09-18,4.9,4.92,4.9,4.91,4.91,123205
2012-09-19,4.92,4.99,4.92,4.98,4.98,16492
2012-09-20,4.97,5.1,4.97,5.1,5.1,69477
2012-09-23,5,5.09,5,5.05,5.05,20852
2012-09-24,5,5,4.97,4.97,4.97,48300
2012-09-25,5,5.01,4.98,5.01,5.01,5782
2012-09-26,5.05,5.09,5,5,5,27289
2012-09-27,5.1,5.2,5.1,5.2,5.2,23831
2012-09-30,5.15,5.2,5.1,5.2,5.2,45589
2012-10-01,5.25,5.7,5.25,5.4,5.4,55925
2012-10-02,5.35,5.4,5.32,5.32,5.32,39563
2012-10-03,5.33,5.33,5.3,5.32,5.32,9558
2012-10-04,5.32,5.39,5.32,5.35,5.35,20272
2012-10-07,5.36,5.4,5.35,5.35,5.35,13931
2012-10-08,5.36,5.38,5.35,5.38,5.38,89005
2012-10-09,5.33,5.34,5.32,5.33,5.33,21430
2012-10-10,5.34,5.34,5.3,5.3,5.3,21342
2012-10-11,5.34,5.35,5.34,5.35,5.35,28008
2012-10-14,5.34,5.35,5.34,5.34,5.34,9907
2012-10-15,5.34,5.35,5.34,5.35,5.35,9786
2012-10-16,5.3,5.39,5.3,5.39,5.39,9171
2012-10-17,5.39,5.4,5.33,5.4,5.4,13057
2012-10-18,5.42,5.42,5.33,5.33,5.33,8587
2012-10-22,5.33,5.45,5.31,5.38,5.38,10712
2012-10-23,5.4,5.45,5.35,5.45,5.45,8690
2012-10-24,5.45,5.5,5.45,5.49,5.49,33738
2012-10-25,5.5,5.62,5.49,5.6,5.6,44477
2012-10-28,5.63,5.65,5.55,5.55,5.55,31322
2012-10-29,5.55,5.55,5.48,5.48,5.48,22928
2012-10-30,5.45,5.45,5.38,5.45,5.45,10003
2012-10-31,5.4,5.45,5.4,5.45,5.45,7481
2012-11-01,5.45,5.5,5.41,5.5,5.5,8479
2012-11-04,5.45,5.45,5.4,5.4,5.4,19400
2012-11-05,5.45,5.45,5.45,5.45,5.45,5846
2012-11-06,5.45,5.45,5.42,5.45,5.45,18356
2012-11-07,5.45,5.8,5.45,5.8,5.8,50191
2012-11-08,5.75,5.8,5.6,5.8,5.8,63455
2012-11-11,5.85,6.32,5.81,6.3,6.3,169679
2012-11-12,6.29,6.48,6.2,6.36,6.36,153199
2012-11-13,6.27,6.3,6.2,6.24,6.24,97786
2012-11-14,6.2,6.2,5.94,5.95,5.95,79372
2012-11-15,5.95,5.95,5.82,5.85,5.85,99647
2012-11-18,5.8,6,5.8,5.99,5.99,47628
2012-11-19,5.97,6.16,5.9,6.1,6.1,32196
2012-11-20,6.17,6.36,6.17,6.35,6.35,49890
2012-11-21,6.39,6.39,6.35,6.35,6.35,30249
2012-11-22,6.37,6.48,6.37,6.44,6.44,72647
2012-11-25,6.44,6.49,6.4,6.44,6.44,55180
2012-11-26,6.43,6.49,6.4,6.43,6.43,53222
2012-11-27,6.43,6.43,6.3,6.39,6.39,42505
2012-11-28,6.39,6.44,6.38,6.44,6.44,33176
2012-11-29,6.45,6.89,6.44,6.88,6.88,79568
2012-12-02,6.95,7.75,6.95,7.7,7.7,199578
2012-12-03,7.65,7.65,7,7,7,171871
2012-12-04,6.98,7.2,6.91,7.2,7.2,112056
2012-12-05,7.19,7.6,7.12,7.6,7.6,139729
2012-12-06,7.65,7.75,7.5,7.53,7.53,112577
2012-12-09,7.5,7.55,7.4,7.51,7.51,73119
2012-12-10,7.55,7.55,7.51,7.51,7.51,72386
2012-12-11,7.5,7.5,7.42,7.45,7.45,167085
2012-12-12,7.45,7.6,7.45,7.6,7.6,47557
2012-12-13,7.6,7.6,7.5,7.6,7.6,35415
2012-12-16,7.55,7.68,7.55,7.65,7.65,43474
2012-12-17,7.67,7.75,7.63,7.7,7.7,65158
2012-12-18,7.72,7.75,7.7,7.7,7.7,38789
2012-12-19,7.71,7.73,7.6,7.6,7.6,1060811
2012-12-20,7.58,7.7,7.5,7.7,7.7,236209
2012-12-23,7.5,7.6,7.5,7.6,7.6,25287
2012-12-26,7.5,7.6,7.5,7.6,7.6,31827
2012-12-27,7.59,7.65,7.55,7.6,7.6,13672
2012-12-30,7.6,7.6,7.6,7.6,7.6,3698
2013-01-02,7.6,7.6,7.45,7.48,7.48,24020
2013-01-03,7.48,7.48,7.32,7.4,7.4,24429
2013-01-06,7.42,7.47,7.4,7.47,7.47,31298
2013-01-07,7.47,7.48,7.42,7.48,7.48,17911
2013-01-08,7.48,7.5,7.47,7.47,7.47,21335
2013-01-09,7.47,7.47,7.34,7.4,7.4,16481
2013-01-10,7.35,7.35,7.22,7.22,7.22,27695
2013-01-13,7.05,7.1,6.9,7.1,7.1,80379
2013-01-14,7.05,7.25,6.98,7.2,7.2,37820
2013-01-15,7.24,7.36,7.24,7.3,7.3,19616
2013-01-16,7.33,7.46,7.33,7.4,7.4,74939
2013-01-17,7.4,7.47,7.35,7.35,7.35,99896
2013-01-20,7.36,7.4,7.36,7.4,7.4,52720
2013-01-21,7.4,7.42,7.4,7.4,7.4,43842
2013-01-22,7.4,7.45,7.36,7.45,7.45,55112
2013-01-23,7.4,7.4,7.3,7.4,7.4,16057
2013-01-24,7.4,7.4,7.3,7.32,7.32,22146
2013-01-27,7.35,7.35,7.3,7.3,7.3,7904
2013-01-28,7.3,7.32,7.25,7.25,7.25,18210
2013-01-29,7.28,7.3,7.25,7.3,7.3,25752
2013-01-30,7.25,7.27,7.24,7.27,7.27,45453
2013-01-31,7.27,7.27,7.17,7.17,7.17,16952
2013-02-03,7.2,7.2,7.07,7.1,7.1,23013
2013-02-04,7.1,7.1,7.03,7.03,7.03,48872
2013-02-06,6.99,6.99,6.79,6.84,6.84,124380
2013-02-07,6.96,6.99,6.96,6.98,6.98,168478
2013-02-10,6.98,7,6.96,7,7,78715
2013-02-11,7.02,7.1,7.02,7.1,7.1,28068
2013-02-12,7.1,7.19,7.1,7.1,7.1,10478
2013-02-13,7.2,7.25,7.15,7.25,7.25,27179
2013-02-14,7.23,7.25,7.22,7.25,7.25,21415
2013-02-17,7.27,7.35,7.22,7.3,7.3,59730
2013-02-18,7.32,7.35,7.32,7.35,7.35,7590
2013-02-19,7.35,7.5,7.35,7.5,7.5,88442
2013-02-20,7.58,7.6,7.55,7.59,7.59,29224
2013-02-21,7.59,7.6,7.55,7.59,7.59,68828
2013-02-24,7.6,7.64,7.55,7.57,7.57,42626
2013-02-25,7.6,7.6,7.57,7.57,7.57,5505
2013-02-26,7.58,7.68,7.58,7.64,7.64,51701
2013-02-27,7.64,7.75,7.64,7.65,7.65,56886
2013-02-28,7.65,7.9,7.65,7.9,7.9,36171
2013-03-03,7.84,8.05,7.84,8,8,87209
2013-03-04,8,8.05,8,8,8,61170
2013-03-05,8,8.15,8,8.14,8.14,37443
2013-03-06,8.27,8.6,8.27,8.59,8.59,241823
2013-03-07,8.6,9.1,8.55,9.1,9.1,200433
2013-03-10,9.11,9.6,9.11,9.5,9.5,333370
2013-03-11,9.56,9.58,9.35,9.49,9.49,129371
2013-03-12,9.45,9.58,9.45,9.55,9.55,111143
2013-03-13,9.62,10,9.62,10,10,167913
2013-03-14,10.25,10.8,10.25,10.7,10.7,580921
2013-03-17,10.62,10.65,10.25,10.45,10.45,220233
2013-03-18,10.45,10.65,10.4,10.65,10.65,188841
2013-03-20,10.81,12,10.81,11.15,11.15,281748
2013-03-21,11.12,11.33,11,11.23,11.23,166619
2013-03-24,11.23,11.23,10.88,10.88,10.88,69922
2013-03-25,10.88,10.99,10.8,10.9,10.9,69472
2013-03-26,10.92,11.25,10.92,11.25,11.25,59352
2013-03-27,11.2,11.2,11.02,11.02,11.02,27480
2013-03-28,11.02,11.02,11.02,11.02,11.02,0
2013-04-01,11.02,11.45,11.02,11.3,11.3,40862
2013-04-02,11.3,11.4,11.26,11.36,11.36,60464
2013-04-03,11.3,11.35,11.3,11.32,11.32,70325
2013-04-04,11.2,11.28,11.15,11.15,11.15,49750
2013-04-07,11.15,11.19,11.05,11.1,11.1,152664
2013-04-09,11.1,11.14,11,11.14,11.14,1606872
2013-04-10,11.19,11.2,11.19,11.2,11.2,31114
2013-04-11,11.21,11.35,11.21,11.3,11.3,59030
2013-04-14,11.31,11.72,11.31,11.72,11.72,130594
2013-04-15,11.8,11.84,11.71,11.75,11.75,157810
2013-04-16,11.8,11.91,11.8,11.9,11.9,224292
2013-04-17,11.89,12,11.85,11.9,11.9,119554
2013-04-18,11.9,12,11.83,11.98,11.98,206189
2013-04-21,12,12.16,11.99,12.16,12.16,110573
2013-04-22,12.1,12.35,12.1,12.35,12.35,53328
2013-04-23,12.35,13.2,12.35,13,13,107403
2013-04-25,13,13.9,13,13.8,13.8,79510
2013-04-28,14,14.15,13.84,14.04,14.04,169289
2013-04-29,14.22,15,14.15,14.9,14.9,215175
2013-04-30,14.95,14.95,13,13.3,13.3,208410
2013-05-01,12.98,12.98,11.5,12.5,12.5,433912
2013-05-02,12.25,13.4,12.09,13.2,13.2,103658
2013-05-05,13.4,13.95,13.26,13.5,13.5,77623
2013-05-06,13.5,13.5,13,13,13,25807
2013-05-07,13,13.73,13,13.35,13.35,57854
2013-05-08,13.4,13.49,13.2,13.4,13.4,20414
2013-05-09,13.45,13.75,13.45,13.75,13.75,63670
2013-05-12,13.8,13.8,13.6,13.8,13.8,18873
2013-05-13,13.72,13.72,13.31,13.4,13.4,56167
2013-05-14,13.47,13.7,13.38,13.45,13.45,108681
2013-05-15,13.5,13.6,13.4,13.45,13.45,51761
2013-05-16,13.3,13.59,13.3,13.58,13.58,37371
2013-05-19,13.7,13.95,13.6,13.87,13.87,83884
2013-05-20,13.8,13.8,13.5,13.8,13.8,65330
2013-05-21,13.8,13.86,13.8,13.8,13.8,45756
2013-05-22,13.83,13.97,13.83,13.84,13.84,54467
2013-05-23,13.9,13.97,13,13,13,50522
2013-05-26,13,13.1,12.8,12.99,12.99,77536
2013-05-27,13.1,13.3,13.05,13.3,13.3,72369
2013-05-28,13.25,13.3,13.18,13.18,13.18,1151039
2013-05-29,13.18,13.28,13.06,13.24,13.24,338334
2013-05-30,13.3,14,13.2,14,14,2569974
2013-06-04,14,14,13.92,14,14,68450
2013-06-05,13.95,14.5,13.82,14.5,14.5,123617
2013-06-06,14.6,14.75,14.6,14.71,14.71,206771
2013-06-09,14.71,14.75,14.55,14.7,14.7,28249
2013-06-10,14.7,14.78,14.7,14.75,14.75,45125
2013-06-11,14.72,14.89,14.72,14.89,14.89,65256
2013-06-12,14.9,15.1,14.89,14.99,14.99,120029
2013-06-13,14.98,15.26,14.98,15.17,15.17,1229371
2013-06-16,15.15,15.3,15.15,15.3,15.3,182377
2013-06-17,15.52,16.1,15.52,15.8,15.8,189362
2013-06-18,15.93,16.040001,15.9,15.99,15.99,204859
2013-06-19,16.1,16.1,15.7,16,16,181097
2013-06-20,15.93,16,15.5,15.8,15.8,100768
2013-06-23,16,16.299999,16,16.299999,16.299999,106417
2013-06-24,16.25,16.25,15.45,15.5,15.5,37139
2013-06-25,15.5,15.5,15.1,15.4,15.4,53787
2013-06-26,15.45,16,15.45,15.95,15.95,58772
2013-06-27,16,16.15,15.85,16.15,16.15,38044
2013-06-30,16,16.25,16,16.209999,16.209999,30568
2013-07-01,16.25,16.450001,16.25,16.4,16.4,40912
2013-07-02,16.49,16.75,16.4,16.75,16.75,99054
2013-07-03,16.9,17.559999,16.9,17.49,17.49,242538
2013-07-04,17.57,18.4,17.57,18.34,18.34,204552
2013-07-07,18.379999,18.9,18.35,18.790001,18.790001,130227
2013-07-08,18.860001,18.879999,16.73,17.4,17.4,376385
2013-07-09,17.5,18.049999,17.5,17.799999,17.799999,86482
2013-07-10,17.99,17.99,17.549999,17.549999,17.549999,108818
2013-07-11,17.540001,17.540001,16.75,16.950001,16.950001,133171
2013-07-14,16.950001,16.99,16.120001,16.700001,16.700001,60580
2013-07-15,16.65,16.700001,15.4,15.74,15.74,138882
2013-07-16,15.69,16,14.5,15.6,15.6,298429
2013-07-17,15.86,16.700001,15.85,16.379999,16.379999,294866
2013-07-18,16.49,17.25,16.49,17,17,440403
2013-07-21,17.139999,17.51,17,17.389999,17.389999,70675
2013-07-22,17.42,18.1,17.42,18.1,18.1,146745
2013-07-23,18,18.059999,17.42,17.940001,17.940001,93453
2013-07-24,17.610001,17.93,17.610001,17.9,17.9,87737
2013-07-25,17.9,17.92,17.700001,17.889999,17.889999,72893
2013-07-28,17.700001,17.700001,17.450001,17.6,17.6,39734
2013-07-29,17.6,17.6,17.42,17.5,17.5,83188
2013-07-30,17.309999,17.32,16.85,17.299999,17.299999,64139
2013-07-31,17.18,17.200001,16.200001,17.1,17.1,64686
2013-08-01,17.1,17.200001,16.950001,17.09,17.09,68270
2013-08-04,16.950001,17.200001,16.9,17,17,40276
2013-08-05,16.92,16.92,16.35,16.5,16.5,24141
2013-08-06,16.5,16.700001,16.209999,16.450001,16.450001,126457
2013-08-07,16.450001,16.5,16.200001,16.379999,16.379999,69623
2013-08-08,16.190001,16.190001,15.55,16,16,146118
2013-08-11,16,16.24,15.7,16.24,16.24,40247
2013-08-12,16.200001,16.25,16,16.049999,16.049999,44354
2013-08-13,16.030001,16.200001,16.030001,16.200001,16.200001,62773
2013-08-14,16.200001,16.200001,16.01,16.200001,16.200001,12506
2013-08-15,16,16,15.79,16,16,28849
2013-08-18,15.9,16,15.9,16,16,59183
2013-08-19,16,16.120001,15.81,16.120001,16.120001,39167
2013-08-20,16.049999,16.049999,15.99,16,16,57073
2013-08-21,15.98,16.120001,15.82,16.120001,16.120001,54902
2013-08-22,16.049999,16.049999,15.98,16,16,50248
2013-08-25,15.95,15.99,15.7,15.73,15.73,36170
2013-08-26,15.7,15.7,15.2,15.58,15.58,117730
2013-08-27,15.45,15.58,15.15,15.56,15.56,94959
2013-08-28,15.35,15.8,15.35,15.8,15.8,35672
2013-08-29,15.8,17,15.8,16.799999,16.799999,86797
2013-09-01,16.799999,17.35,16.799999,17.299999,17.299999,94170
2013-09-02,17.219999,17.5,17.219999,17.450001,17.450001,53105
2013-09-03,17.459999,17.700001,17.450001,17.67,17.67,66070
2013-09-04,18,18.049999,17.700001,18.02,18.02,128431
2013-09-05,18,18.15,17.799999,18.02,18.02,130034
2013-09-08,18.049999,18.049999,17.790001,18.049999,18.049999,45212
2013-09-09,18.049999,18.15,18.040001,18.049999,18.049999,55843
2013-09-10,18.200001,18.4,18.15,18.4,18.4,56261
2013-09-11,18.450001,18.5,18.25,18.48,18.48,36807
2013-09-12,18.450001,18.530001,18.4,18.530001,18.530001,78411
2013-09-15,18.530001,18.9,18.530001,18.82,18.82,83303
2013-09-16,18.85,19.1,18.82,19.059999,19.059999,109498
2013-09-17,19.059999,19.23,18.82,18.99,18.99,54524
2013-09-18,19,19.16,18.99,19.16,19.16,42395
2013-09-19,19.200001,19.299999,19.07,19.15,19.15,47714
2013-09-22,19.1,19.1,18.549999,18.9,18.9,34997
2013-09-23,18.9,19,18.9,19,19,53803
2013-09-24,19,19.1,18.68,19,19,45300
2013-09-25,19,19,18.93,18.950001,18.950001,13307
2013-09-26,18.99,18.99,18.93,18.99,18.99,16720
2013-09-29,18.99,19,18.799999,18.959999,18.959999,31990
2013-09-30,18.9,18.969999,18.809999,18.969999,18.969999,18834
2013-10-01,18.92,19,18.92,19,19,40178
2013-10-02,19,19,18.9,18.9,18.9,21782
2013-10-03,18.85,18.85,18.65,18.700001,18.700001,21638
2013-10-06,18.700001,18.74,18.65,18.719999,18.719999,350375
2013-10-07,18.65,18.65,18.459999,18.51,18.51,233085
2013-10-08,18.52,18.52,17.6,18,18,125001
2013-10-09,18.01,18.049999,17.940001,17.950001,17.950001,37340
2013-10-10,17.950001,17.950001,17.950001,17.950001,17.950001,0
2013-10-13,19.450001,19.9,19.299999,19.700001,19.700001,450123
2013-10-14,19.889999,20.6,19.889999,20.58,20.58,762811
2013-10-15,20.799999,22.940001,20.75,22.1,22.1,718164
2013-10-16,22.799999,25.290001,22.799999,25.200001,25.200001,809448
2013-10-17,25.299999,27.200001,25.299999,27,27,733504
2013-10-20,27,27.299999,26,26.5,26.5,352959
2013-10-22,26.5,29.6,26.389999,29.549999,29.549999,873068
2013-10-23,29.700001,29.700001,28.299999,29,29,315639
2013-10-24,29,29,28.1,28.700001,28.700001,346897
2013-10-28,28.700001,28.700001,27.799999,27.9,27.9,602399
2013-10-29,27.889999,28.200001,27.889999,28,28,530085
2013-10-30,27.9,28,27,28,28,292542
2013-10-31,27.799999,29.700001,27.6,29.5,29.5,398792
2013-11-03,29,30.129999,28.549999,30.129999,30.129999,562219
2013-11-04,30.309999,33.900002,30.309999,33.150002,33.150002,749984
2013-11-05,34.52,37.299999,34.52,37.299999,37.299999,710752
2013-11-06,39.5,41.5,34,34,34,996454
2013-11-07,31,36.5,31,35.209999,35.209999,408892
2013-11-10,36,36,34.5,35,35,142287
2013-11-11,34.549999,35.349998,34.5,35.200001,35.200001,417633
2013-11-12,35.25,36.080002,35.25,35.849998,35.849998,450242
2013-11-13,35.84,36.689999,35.5,36.099998,36.099998,122665
2013-11-14,35.5,36.380001,35.5,36.299999,36.299999,123508
2013-11-17,36.029999,36.25,35.900002,36,36,71694
2013-11-18,36,36.099998,35.25,36,36,87612
2013-11-19,36,36,35.349998,35.66,35.66,54855
2013-11-20,34.990002,35.299999,33,34.799999,34.799999,330880
2013-11-21,34.700001,35.450001,34.700001,35.450001,35.450001,280240
2013-11-24,35.450001,35.799999,35.25,35.599998,35.599998,71747
2013-11-25,35.650002,35.650002,33,33,33,556059
2013-11-26,33.599998,34,33.299999,34,34,114786
2013-11-27,34,35,34,34.799999,34.799999,193260
2013-11-28,34.900002,35,34.470001,34.470001,34.470001,32346
2013-12-01,34.25,34.459999,33.509998,33.509998,33.509998,28191
2013-12-02,33.580002,33.580002,32.849998,33.349998,33.349998,136089
2013-12-03,33,33.200001,31,31.51,31.51,306199
2013-12-04,30,30.809999,29,30.5,30.5,523372
2013-12-05,30,30.4,29.9,30.25,30.25,213444
2013-12-08,30,32,30,32,32,187030
2013-12-09,32,33.02,32,33,33,113706
2013-12-10,33,33.790001,32.700001,33.509998,33.509998,63990
2013-12-11,33.52,34.099998,32.700001,33.310001,33.310001,112968
2013-12-12,33.299999,33.5,32.700001,33,33,344589
2013-12-15,32.700001,33,32.02,33,33,50281
2013-12-16,32.950001,33,32.169998,32.169998,32.169998,26199
2013-12-17,32,32.5,31.52,32.189999,32.189999,46220
2013-12-18,32.25,33,32.02,32.25,32.25,23122
2013-12-19,32.25,32.450001,32.23,32.299999,32.299999,49593
2013-12-22,32.400002,33,32.299999,32.990002,32.990002,72816
2013-12-23,33,33.200001,32.799999,33.200001,33.200001,41919
2013-12-26,33,33.700001,32.799999,33.150002,33.150002,71522
2013-12-29,33,33,32.700001,32.900002,32.900002,27815
2013-12-30,32.5,32.5,31.700001,32.299999,32.299999,41062
2014-01-02,32.299999,32.900002,32.299999,32.599998,32.599998,38216
2014-01-05,32.549999,33.099998,32.099998,33.099998,33.099998,38214
2014-01-06,33.200001,34.5,33.200001,34,34,123060
2014-01-07,34.450001,36.560001,34.450001,36.560001,36.560001,275111
2014-01-08,37.5,39.810001,37.080002,39.25,39.25,535089
2014-01-09,39.5,39.950001,39.110001,39.950001,39.950001,245730
2014-01-12,39.950001,39.98,39,39.950001,39.950001,141585
2014-01-13,39.849998,40,39.599998,39.990002,39.990002,125177
2014-01-14,40,42.98,40,42.349998,42.349998,127966
2014-01-15,42.5,43.299999,38,41.25,41.25,122897
2014-01-16,41.189999,42.360001,41,41.799999,41.799999,67948
2014-01-19,41.950001,42.349998,41.509998,41.939999,41.939999,62091
2014-01-20,41.950001,42.380001,41.549999,42.380001,42.380001,109744
2014-01-21,42.310001,43.189999,42.310001,43.189999,43.189999,114662
2014-01-22,43,43.299999,42.59,42.59,42.59,70229
2014-01-23,42.400002,42.400002,41.049999,41.799999,41.799999,122087
2014-01-26,40,41,39.200001,40,40,81887
2014-01-27,40.009998,42,39.799999,41.450001,41.450001,194684
2014-01-28,41.5,42.099998,41.5,41.990002,41.990002,357055
2014-01-29,41.939999,41.950001,40.099998,40.75,40.75,99245
2014-01-30,41.009998,41.5,41,41.490002,41.490002,115156
2014-02-02,41.099998,41.099998,39.509998,39.509998,39.509998,86077
2014-02-03,37.799999,38,36.700001,37.799999,37.799999,303795
2014-02-04,38,39,37.799999,38.75,38.75,174840
2014-02-06,38.75,41,38.75,40.009998,40.009998,108384
2014-02-09,40.099998,41,39.5,39.5,39.5,43198
2014-02-10,39.5,40.400002,39.5,40,40,34491
2014-02-11,40.009998,41.5,39.900002,39.900002,39.900002,148745
2014-02-12,40,40.830002,38.889999,40.150002,40.150002,120388
2014-02-13,39.98,40.139999,39.490002,40.139999,40.139999,37161
2014-02-16,40,40,39.849998,40,40,46201
2014-02-17,40,40,39.490002,39.790001,39.790001,31803
2014-02-18,39.5,39.700001,39.200001,39.599998,39.599998,66584
2014-02-19,39.5,40.150002,39.200001,39.98,39.98,268999
2014-02-20,40,40.189999,39.799999,39.799999,39.799999,223274
2014-02-23,39.5,40.080002,39.5,39.950001,39.950001,237476
2014-02-24,40,40.5,39.759998,40.5,40.5,142815
2014-02-25,40.400002,40.400002,39.900002,40,40,45694
2014-02-26,40,40.490002,39.5,40.139999,40.139999,112808
2014-02-27,40.130001,40.150002,39.810001,40.150002,40.150002,65574
2014-03-02,40.099998,41.5,40,41.5,41.5,123934
2014-03-03,41.450001,42,41,42,42,189307
2014-03-04,42.5,42.900002,42.209999,42.619999,42.619999,158267
2014-03-05,43.25,45.990002,43.25,44.490002,44.490002,415277
2014-03-06,44.599998,45,44.5,44.790001,44.790001,362490
2014-03-09,43.5,45,43.5,44.98,44.98,239682
2014-03-10,44.900002,44.970001,44.5,44.75,44.75,354750
2014-03-11,44.700001,44.700001,43.599998,43.650002,43.650002,332029
2014-03-12,43.650002,43.650002,42.799999,42.98,42.98,309409
2014-03-13,42.400002,42.400002,41,41.939999,41.939999,183263
2014-03-16,41.5,42.5,41.200001,42.049999,42.049999,204887
2014-03-17,42.900002,43.689999,42.900002,43.610001,43.610001,203447
2014-03-18,43.900002,44.5,43.900002,44.450001,44.450001,175579
2014-03-19,44.5,45.099998,44.25,44.5,44.5,211051
2014-03-20,44.5,44.799999,43.450001,43.450001,43.450001,2704843
2014-03-23,43.450001,44.080002,43.400002,44,44,127041
2014-03-24,44,44.200001,43.5,44.02,44.02,191738
2014-03-25,43.5,44,43.450001,43.450001,43.450001,292615
2014-03-26,42.990002,42.990002,40.599998,41,41,211453
2014-03-27,41,41.099998,38.009998,40,40,371886
2014-03-30,40,40,39.32,39.349998,39.349998,150673
2014-03-31,39.5,40,39.009998,39.150002,39.150002,244332
2014-04-01,39,39,37.900002,38,38,822619
2014-04-02,37.5,37.5,36.099998,37.200001,37.200001,594546
2014-04-03,38,39,37.200001,37.799999,37.799999,170834
2014-04-06,36.400002,37,35.310001,35.599998,35.599998,392002
2014-04-07,32,32.02,29.5,31.5,31.5,566788
2014-04-08,32.5,33,31.6,32.099998,32.099998,931261
2014-04-09,33,34,32.900002,33.099998,33.099998,445998
2014-04-10,31.5,31.74,29.799999,31.35,31.35,428741
2014-04-13,30.200001,30.5,29,29.299999,29.299999,309765
2014-04-14,29.4,30,28,28.450001,28.450001,317571
2014-04-15,29,29.049999,28,28.049999,28.049999,248417
2014-04-16,28.450001,29,28.25,29,29,483751
